full_terms,domain_label_1,domain_label_2,domain_label_3,human_annotation,in_experiments
Pamantayang Pinakamalaking Halagang,FS,FS,FS,FS,0
Pambansang Samahan ng mga Yunit sa,FS,FS,FS,FS,0
Part-time job,FS,FC,FS,FC,1
Partial payment,FS,FS,FS,FS,0
Partner,FS,FC,FS,FC,1
Password,FS,G,FS,,0
Past due amount,FS,FS,FS,FS,0
"Pattern, practice",FS,FS,FS,FS,0
Pay as you go,FS,FC,FS,,0
Pay for performance incentive,FS,FC,FS,,0
Pay stub,FS,FC,FS,,0
Pay-as-you-go plan,FS,FC,FS,,0
Payday loan,FS,FS,FS,FS,0
Payment,FS,FC,FS,FS,1
Payment based on income,FS,FC,FS,,0
Payment calculation,FS,FC,FS,,0
Payment change date,FS,FS,FS,FS,0
Payment change due,FS,FS,FS,FS,0
Payment plan,FS,FC,FS,FS,1
Payment schedule,FS,FC,FS,FS,1
Payoff,FS,FS,FS,FS,0
Payoff amount,FS,FS,FS,FS,0
"Payoff, loan payoff",FS,FS,FS,FS,0
Payroll card,FS,FS,FS,FS,0
Peer-to-peer payment,FS,FS,FS,FS,0
"Peg, pegging",FS,FS,FS,FS,0
Penalty,FS,FC,FS,FS,1
Pension,FS,FS,FS,FS,1
Per,FS,G,FS,G,1
Per-diem penalty,FS,FS,FS,FS,0
Percent,FS,FC,FS,,0
Percentage,FS,FC,FS,FS,1
Percentage point,FS,FS,FS,FS,0
Perfect a lien,FS,FS,FS,FS,0
Periodic payment,FS,FS,FS,FS,0
Periodic rate,FS,FS,FS,FS,0
Periodic rate cap,FS,FS,FS,FS,0
Permanent Change of Station,FS,G,FS,,0
Permanent modification,FS,FS,FS,FS,0
Permanent resident,FS,G,FS,G,1
Permanent resident card,FS,G,FS,G,1
Personal Identification Number,FS,FC,FS,,0
Personal debt,FS,FS,FS,FS,0
Personal finance,FS,FS,FS,FS,0
Personal judgment,FS,FC,FS,,0
Personal property,FS,FC,FS,FC,1
Personally identifiable information,FS,FC,FS,,0
Petitioner,FS,FC,FS,,0
Pharming,FS,FC,FS,,0
Phishing,FS,FC,FS,,0
Pick-up location,FS,G,FS,,0
Picked up,FS,G,FS,,0
Plain language,FS,G,FS,,0
Plaintiff,FS,FC,FS,,0
Planned Unit Development,FS,FC,FS,,0
Planned Unit Development Rider,FS,FS,FS,FS,0
Planning,FS,G,FS,,0
Planning Schedule,FS,G,FS,,0
Pledge Account Mortgage,FS,FS,FS,FS,0
Plumbing,FS,G,FS,,0
Point,FS,FS,FS,FS,0
Point of sale,FS,FC,FS,,0
Ponzi scheme,FS,FS,FS,FS,0
Pooling and servicing agreement,FS,FS,FS,FS,0
Portfolio,FS,FS,FS,FS,1
Possession,FS,FC,FS,FC,1
Postal Inspection Service,FS,G,FS,,0
Power of attorney,FS,FC,FS,FS,1
"Preapproval letter, prequalified letter",FS,FS,FS,FS,0
"Preapproval, preapproved",FS,FS,FS,FS,0
Precinct,FS,G,FS,,0
Predatory lender,FS,FS,FS,FS,0
Predatory lending,FS,FS,FS,FS,0
Premium,FS,FS,FS,FS,1
Premium pricing,FS,FS,FS,FS,0
Prepaid,FS,FS,FS,FS,1
Prepaid account,FS,FS,FS,FS,0
Prepaid card,FS,FS,FS,FS,0
Prepaid expense,FS,FS,FS,FS,0
Prepaid interest,FS,FS,FS,FS,0
Prepayment,FS,FS,FS,FS,0
Prepayment charge,FS,FS,FS,FS,0
Prepayment clause,FS,FS,FS,FS,0
Prepayment penalty,FS,FS,FS,FS,0
Prequalification,FS,FS,FS,FS,0
Prequalified,FS,FS,FS,FS,0
Prescreen,FS,FC,FS,,0
Preselected offer,FS,FC,FS,,0
Preservation,FS,G,FS,,0
"Prevent unfair, deceptive and abusive",FS,FS,FS,FS,0
"Prevent unfair, deceptive and abusive practices",FS,FS,FS,FS,0
Previous balance,FS,FS,FS,FS,0
Price range,FS,FC,FS,,0
Primary financial manager,FS,FS,FS,FS,0
Primary mortgage market,FS,FS,FS,FS,0
Primary phone number,FS,G,FS,,0
"Primary residence, principal residence",FS,FS,FS,FS,0
Prime mortgage,FS,FS,FS,FS,0
Principal,FS,FS,FS,FS,1
Principal and interest,FS,FS,FS,FS,0
Principal balance,FS,FS,FS,FS,0
Principal forbearance,FS,FS,FS,FS,0
Principal forgiveness,FS,FS,FS,FS,0
Principal owner,FS,FC,FS,,0
"Principal, interes, mga buwis, insurance, at mga",FS,FS,FS,FS,0
"Principal, interest, taxes, and insurance",FS,FS,FS,FS,0
"Principal, interest, taxes, insurance, and",FS,FS,FS,FS,0
"Privacy notice, privacy notification",FS,FS,FS,FS,0
Private mortgage insurance,FS,FS,FS,FS,0
Pro rata,FS,FS,FS,FS,0
Proceeds,FS,FS,FS,FS,1
Processing fee,FS,FC,FS,,0
Processing time,FS,G,FS,,0
Product,FS,G,FS,FC,1
Profit and loss,FS,FC,FS,,0
Prohibited by applicable law,FS,FC,FS,,0
Projected payment,FS,FC,FS,,0
Promise,FS,G,FS,,0
Promissory note,FS,FS,FS,FS,0
Proof of funds,FS,FS,FS,FS,0
Proof of income,FS,FC,FS,,0
Proof of loss,FS,FC,FS,FC,1
Property,FS,FC,FS,FC,1
Property Assessed Clean Energy,FS,FS,FS,FS,0
Property appreciation,FS,FS,FS,FS,0
Property deed,FS,FS,FS,FS,0
Property inspection,FS,FC,FS,,0
Property insurance,FS,FS,FS,FS,0
Property owner,FS,FC,FS,FC,1
Property seizure,FS,FC,FS,,0
Property tax,FS,FS,FS,FS,0
Property type,FS,FC,FS,,0
Property value,FS,FC,FS,,0
Proprietary reverse loan,FS,FS,FS,FS,0
Prorate,FS,FS,FS,FS,0
Provision,FS,FC,FS,FC,1
Public accommodation,FS,G,FS,,0
Public assistance funds,FS,FC,FS,,0
Public defender,FS,G,FS,,0
Public utilities credit,FS,FC,FS,,0
Purchase,FS,FC,FS,FS,1
Purchase and sale agreement,FS,FS,FS,FS,0
Purchase money mortgage,FS,FS,FS,FS,0
Purchase price,FS,FC,FS,FS,1
Purchasing power,FS,FC,FS,,0
Purpose,FS,G,FS,FC,1
Purpose of loan,FS,FS,FS,FS,0
Pyramid scheme,FS,FS,FS,FS,0
Pyramiding,FS,FS,FS,FS,0
Qualification,FS,FC,FS,FC,1
Qualify,FS,FC,FS,FC,1
Qualifying guideline,FS,FS,FS,FS,0
Qualifying ratio,FS,FS,FS,FS,0
Quality control,FS,G,FS,,0
Quarterly year-to-date profit or loss statement,FS,FS,FS,FS,0
Query,FS,G,FS,,0
Quote,FS,FC,FS,,0
Racial disparity,FS,G,FS,,0
Radon gas,FS,G,FS,,0
Raise awareness,FS,G,FS,,0
Rate cap,FS,FS,FS,FS,0
Rate lock,FS,FS,FS,FS,0
Rate of interest,FS,FS,FS,FS,0
Rate period,FS,FS,FS,FS,0
Ratified sales contract,FS,FS,FS,FS,0
Real Estate Settlement Procedures Act of 1974,FS,FS,FS,FS,0
Real estate,FS,FC,FS,G,1
Real estate agent,FS,FC,FS,G,1
Real estate attorney,FS,FC,FS,,0
Real estate broker,FS,FC,FS,,0
Real estate owned,FS,FS,FS,FS,0
Real estate professional,FS,FC,FS,,0
Real estate tax,FS,FS,FS,FS,0
Real property,FS,FC,FS,FC,1
Realtor,FS,FC,FS,,0
"Reason for default, reason for hardship",FS,FS,FS,FS,0
Reasonable accommodation,FS,FC,FS,,0
Reasonable cause,FS,FC,FS,FC,1
Receipt,FS,G,FS,FC,1
Receivership,FS,FS,FS,FS,1
Recession,FS,FC,FS,,0
Recipient,FS,G,FS,FC,1
Reconveyance,FS,FS,FS,FS,0
Record,FS,G,FS,FC,1
Recordation cost,FS,FS,FS,FS,0
Recorder,FS,FC,FS,,0
Recording fee,FS,FS,FS,FS,0
Recruitment,FS,G,FS,,0
Redemption period,FS,FS,FS,FS,0
Redlining,FS,FS,FS,FS,0
Reduction in income,FS,FC,FS,,0
Refer,FS,G,FS,FC,1
Referee,FS,G,FS,,0
Referral,FS,G,FS,G,1
Referral date confirmation,FS,G,FS,,0
Refinance,FS,FS,FS,FS,0
"Refinance mortgage, refi",FS,FS,FS,FS,0
Refinancing,FS,FS,FS,FS,1
Refund,FS,FC,FS,FC,1
Register,FS,G,FS,FC,1
Registered reciprocal beneficiary relationship,FS,G,FS,,0
Registration,FS,G,FS,FC,1
Regulation,FS,FC,FS,FC,1
Regulation X,FS,FS,FS,FS,0
Regulation Z,FS,FS,FS,FS,0
Rehabilitation Act of 1973,FS,FS,FS,FS,0
Rehabilitation cost,FS,FC,FS,,0
Rehabilitation mortgage,FS,FS,FS,FS,0
Reinstatement,FS,FC,FS,FC,1
Relative,FS,G,FS,FC,1
Release,FS,FC,FS,,0
Release of liability,FS,FC,FS,,0
Religious Land Use and Institutionalized,FS,FS,FS,FS,0
Religious Land Use and Institutionalized Persons,FS,FS,FS,FS,0
Relocation,FS,G,FS,,0
Remaining term,FS,FC,FS,,0
Remedy,FS,FC,FS,,0
Remittance,FS,FS,FS,FS,0
Remittance transfer,FS,FS,FS,FS,0
Renewable account,FS,FS,FS,FS,0
Renewable credit,FS,FS,FS,FS,0
Renewal,FS,FC,FS,FC,1
Rent [n.],FS,FS,FS,FS,0
Rent [v.],FS,FS,FS,FS,0
Rent to own,FS,FS,FS,FS,0
Rental income,FS,FC,FS,FS,1
Rental property,FS,FC,FS,FC,1
Renter,FS,FC,FS,,0
Renter occupied,FS,FC,FS,,0
Repair [n.],FS,FS,FS,FS,0
Repair [v.],FS,FS,FS,FS,0
Repay,FS,FC,FS,FS,1
Repayment,FS,FC,FS,FS,1
Repayment period,FS,FS,FS,FS,0
Repayment plan,FS,FS,FS,FS,0
Replacement check,FS,FC,FS,,0
Replacement cost,FS,FC,FS,FS,1
Replacement value,FS,FC,FS,,0
"Repo, repossession",FS,FS,FS,FS,0
Report,FS,G,FS,G,1
Representative payee,FS,FC,FS,,0
Request for investigation,FS,FC,FS,,0
Request to cancel,FS,G,FS,,0
Require,FS,G,FS,G,1
Requirement,FS,G,FS,FC,1
Resale deed restriction,FS,FS,FS,FS,0
Rescind,FS,FC,FS,,0
"Rescission, rescission period",FS,FS,FS,FS,0
"Research, Markets, and Regulations",FS,FS,FS,FS,0
Reserves,FS,FS,FS,FS,0
Residence,FS,FC,FS,FC,1
Resident of long-term care facility,FS,G,FS,,0
Residential mortgage-backed security,FS,FS,FS,FS,0
Resolved hardship,FS,FC,FS,,0
Respondent,FS,FC,FS,,0
Retail installment sales contract,FS,FS,FS,FS,0
Retaliate,FS,G,FS,,0
Retaliation,FS,G,FS,,0
Retired,FS,G,FS,G,1
Retiree,FS,G,FS,,0
Retirement,FS,FC,FS,G,1
Retirement account,FS,FS,FS,FS,0
Retirement income,FS,FS,FS,FS,0
Retirement plan,FS,FS,FS,FS,1
Retrofitting,FS,G,FS,,0
Reverse mortgage,FS,FS,FS,FS,0
Reverse redlining,FS,FS,FS,FS,0
Revitalization,FS,G,FS,,0
Revocable fiduciary account,FS,FS,FS,FS,0
Revocable trust account,FS,FS,FS,FS,0
Revoke,FS,FC,FS,FS,1
Revolving debt,FS,FS,FS,FS,0
Reward point,FS,FC,FS,,0
Rider,FS,FS,FS,FS,0
Right of first refusal,FS,FC,FS,,0
Right of rescission,FS,FS,FS,FS,0
Right to Financial Privacy Act of 1978,FS,FS,FS,FS,0
Right to appeal,FS,FC,FS,,0
Right to dispute errors,FS,FC,FS,,0
Right-to-sue letter,FS,FC,FS,,0
Rights in the property,FS,FC,FS,,0
Robo advisor,FS,FS,FS,FS,0
Routing number,FS,FS,FS,FS,0
Rural Housing Service,FS,G,FS,,0
Safe harbor,FS,FC,FS,FC,1
Salary,FS,FC,FS,FS,1
Sale,FS,FC,FS,FS,1
Sale-leaseback,FS,FS,FS,FS,0
Sales contract,FS,FC,FS,,0
Sales price,FS,FC,FS,FS,1
Sales-based financing,FS,FS,FS,FS,0
Satisfaction of mortgage,FS,FS,FS,FS,0
Satisfy,FS,FC,FS,FC,1
Savings,FS,FS,FS,FS,1
Savings account,FS,FS,FS,FS,1
Savings and loan association,FS,FS,FS,FS,0
Scam,FS,FC,FS,FC,1
"Scammer, scam artist",FS,FS,FS,FS,0
Schedule,FS,G,FS,FC,1
Schedule of amortization,FS,FS,FS,FS,0
Score range and grade,FS,FC,FS,,0
Search,FS,G,FS,G,1
Seasonal income,FS,FC,FS,,0
Seasonal payment,FS,FC,FS,,0
Second home,FS,FC,FS,,0
Second home rider,FS,FS,FS,FS,0
Second mortgage,FS,FS,FS,FS,0
Second mortgage loan,FS,FS,FS,FS,0
Secondary mortgage market,FS,FS,FS,FS,0
"Secure the property, repair the property",FS,FS,FS,FS,0
Secured credit card,FS,FS,FS,FS,0
Secured loan,FS,FS,FS,FS,0
Securities,FS,FS,FS,FS,1
Securitization,FS,FS,FS,FS,0
Security,FS,FC,FS,FC,1
Security deed,FS,FS,FS,FS,0
Security freezes,FS,FC,FS,,0
Security instrument,FS,FS,FS,FS,0
Security interest,FS,FS,FS,FS,0
Seize,FS,FC,FS,,0
Seizure,FS,FC,FS,FC,1
Select,FS,G,FS,G,1
Selected list,FS,G,FS,,0
Selection guideline,FS,FC,FS,,0
Self check,FS,G,FS,,0
Self-employed,FS,FC,FS,FC,1
Self-employment income,FS,FC,FS,FS,1
Seller,FS,FC,FS,FS,1
Seller carryback,FS,FS,FS,FS,0
Seller credit,FS,FS,FS,FS,0
Seller's market,FS,FC,FS,,0
"Seller-financed mortgage, seller take-back",FS,FS,FS,FS,0
Selling agent,FS,FC,FS,,0
Send money abroad,FS,FS,FS,FS,0
Sender,FS,G,FS,,0
Senior Medicare Patrol program,FS,G,FS,,0
Senior designation,FS,G,FS,,0
"Senior, older American",FS,FS,FS,FS,0
Sentence,FS,G,FS,,0
Separate maintenance,FS,FC,FS,,0
Separation agreement,FS,FC,FS,,0
Serious illness,FS,G,FS,,0
Service credit,FS,FC,FS,,0
Servicemember Civil Relief Act,FS,FS,FS,FS,0
Servicemembers,FS,G,FS,,0
Servicer,FS,FS,FS,FS,0
Servicer advances,FS,FS,FS,FS,0
Servicing,FS,FS,FS,FS,0
Servicing transfer,FS,FS,FS,FS,0
Settlement,FS,FS,FS,FS,1
Settlement agent,FS,FS,FS,FS,0
Settlement agreement,FS,FC,FS,,0
Settlement hearing,FS,FC,FS,,0
Settlement statement,FS,FS,FS,FS,0
Sewage system,FS,G,FS,,0
Shared appreciation mortgage,FS,FS,FS,FS,0
Short payoff,FS,FS,FS,FS,0
Short sale,FS,FS,FS,FS,0
Short sale affidavit,FS,FS,FS,FS,0
Short sale negotiation fee,FS,FS,FS,FS,0
Short-term,FS,FC,FS,FC,1
Short-term hardship,FS,FC,FS,,0
Signature,FS,G,FS,G,1
Simple interest,FS,FS,FS,FS,0
Single-family,FS,FC,FS,,0
Single-family home,FS,FC,FS,,0
Single-family property,FS,FC,FS,,0
Skimming,FS,FC,FS,,0
Small business,FS,FC,FS,FC,1
Social Security Administration,FS,G,FS,G,1
Social Security Number,FS,G,FS,G,1
Social Security Number Verification Service,FS,G,FS,,0
Social Security benefits,FS,FC,FS,FS,1
Soft pull,FS,FS,FS,FS,0
Software,FS,G,FS,G,1
Soil sample test,FS,G,FS,,0
Spam,FS,G,FS,,0
Special litigation counsel,FS,FC,FS,,0
Special warranty of title,FS,FS,FS,FS,0
Spoofing,FS,FC,FS,,0
Spreadsheet,FS,G,FS,,0
Stablecoin,FS,FS,FS,FS,0
Stagnation,FS,FC,FS,,0
Standard Maximum Deposit Insurance Amount,FS,FS,FS,FS,0
Standard payment calculation,FS,FS,FS,FS,0
State Health Insurance Assistance Program,FS,FS,FS,FS,0
State law,FS,FC,FS,G,1
State of the Future Index,FS,FC,FS,,0
Statute,FS,FC,FS,,0
Statute of limitations,FS,FC,FS,,0
Statutory power of sale,FS,FS,FS,FS,0
Step payment,FS,FS,FS,FS,0
Step rate mortgage,FS,FS,FS,FS,0
Stipulation,FS,FC,FS,,0
Stock,FS,FS,FS,FS,1
Stocks and bonds,FS,FS,FS,FS,0
Stress,FS,G,FS,,0
Structured settlement,FS,FS,FS,FS,0
Student loan,FS,FS,FS,FS,1
Sublease,FS,FC,FS,,0
Submit,FS,G,FS,,0
Submit a complaint,FS,G,FS,,0
Subordinate financing,FS,FS,FS,FS,0
Subordinate lien,FS,FS,FS,FS,0
Subrogation,FS,FS,FS,FS,0
Subsidiary,FS,FC,FS,FS,1
Subsidy,FS,FC,FS,,0
Successor in interest of borrower,FS,FS,FS,FS,0
Successor trustee,FS,FS,FS,FS,0
Suggestion,FS,G,FS,,0
Suit,FS,FC,FS,,0
Summons,FS,FC,FS,,0
"Supervision, Enforcement, and Fair Lending",FS,FS,FS,FS,0
Supplemental Nutrition Assistance Program,FS,G,FS,,0
Supplemental Security Income,FS,FC,FS,,0
Surety,FS,FS,FS,FS,0
Surplus,FS,FC,FS,,0
Surrender,FS,FC,FS,,0
Survey,FS,G,FS,,0
Survey of property,FS,FC,FS,,0
Suspension,FS,FC,FS,FC,1
Suspicious Activity Report,FS,FS,FS,FS,0
Sweat equity,FS,FC,FS,,0
Sweepstakes,FS,G,FS,,0
Sworn statement,FS,FC,FS,,0
TILA-RESPA Integrated Disclosure Rule,FS,FS,FS,FS,0
Taking,FS,G,FS,FC,1
Tax advisor,FS,FC,FS,,0
Tax assessment,FS,FS,FS,FS,0
Tax benefit,FS,FS,FS,FS,1
Tax code,FS,FS,FS,FS,0
Tax consultant,FS,FC,FS,,0
Tax lien,FS,FS,FS,FS,0
Tax rate,FS,FS,FS,FS,1
Tax rate schedule,FS,FS,FS,FS,1
Tax rate table,FS,FS,FS,FS,0
Tax return,FS,FS,FS,FS,1
Tax schedule,FS,FS,FS,FS,0
Tax transcript,FS,FS,FS,FS,0
Taxable Social Security,FS,FS,FS,FS,0
Taxable adoption assistance fund,FS,FS,FS,FS,0
Taxable disability income,FS,FS,FS,FS,0
Taxable housing allowance,FS,FS,FS,FS,0
Taxable income,FS,FS,FS,FS,1
Taxable investment account,FS,FS,FS,FS,0
Taxable pension,FS,FS,FS,FS,0
Taxable public assistance,FS,FS,FS,FS,0
Taxes and insurance,FS,FS,FS,FS,0
Taxpayer Identification Number,FS,FS,FS,FS,1
Teaser rate,FS,FS,FS,FS,0
Technology tool,FS,G,FS,,0
Tenancy,FS,FC,FS,,0
Tenancy in common,FS,FC,FS,,0
Tenancy in severalty,FS,FC,FS,,0
Tenant,FS,FC,FS,FC,1
Tenant screening,FS,FC,FS,,0
Tentative Nonconfirmation,FS,G,FS,,0
Term,FS,FC,FS,FC,1
Term life insurance,FS,FS,FS,FS,0
Terminate,FS,FC,FS,FC,1
Termite inspection,FS,G,FS,,0
Terms,FS,FC,FS,FC,1
Testament,FS,FC,FS,,0
Testimony,FS,FC,FS,,0
Text message,FS,G,FS,,0
Third party,FS,FC,FS,FC,1
Third-party origination,FS,FS,FS,FS,0
Time value of money,FS,FS,FS,FS,0
Title,FS,FC,FS,FC,1
Title IV of the Civil Rights Act of 1964,FS,FS,FS,FS,0
Title binder,FS,FS,FS,FS,0
Title company,FS,FS,FS,FS,0
Title insurance,FS,FS,FS,FS,0
Title loan,FS,FS,FS,FS,0
Title report,FS,FS,FS,FS,0
Title search,FS,FS,FS,FS,0
Title service fees,FS,FS,FS,FS,0
Tolerance,FS,FC,FS,,0
Tolerance basis,FS,FC,FS,,0
Toll-free number,FS,G,FS,G,1
Top ratio,FS,FS,FS,FS,0
Total Debt-to-Income Ratio,FS,FS,FS,FS,0
Total Interest Percentage,FS,FS,FS,FS,0
Total of payments,FS,FS,FS,FS,0
Townhouse,FS,G,FS,,0
Trade line,FS,FS,FS,FS,0
Training,FS,G,FS,G,1
Tranche,FS,FS,FS,FS,0
Transaction,FS,FC,FS,FC,1
Transfer,FS,FC,FS,FC,1
Transfer amount,FS,FC,FS,,0
Transfer fee,FS,FC,FS,,0
Transfer of interest,FS,FC,FS,,0
Transfer of ownership,FS,FC,FS,,0
Transfer of servicing,FS,FS,FS,FS,0
Transfer of the property,FS,FC,FS,,0
Transfer of the property or a beneficial interest,FS,FS,FS,FS,0
Transfer of the property or a beneficial interest in,FS,FS,FS,FS,0
Transfer ownership of the property to the servicer,FS,FS,FS,FS,0
Transfer tax,FS,FS,FS,FS,0
Transferee servicer,FS,FS,FS,FS,0
Transferor servicer,FS,FS,FS,FS,0
"Treasurer's check, cashier's check",FS,FS,FS,FS,0
Treasury Inflation Protected Securities,FS,FS,FS,FS,0
Treasury bill,FS,FS,FS,FS,0
Treasury index,FS,FS,FS,FS,0
Trial attorney,FS,FC,FS,,0
Trial modification,FS,FS,FS,FS,0
Trial payment,FS,FS,FS,FS,0
Trial period plan,FS,FS,FS,FS,0
Trial pit,FS,G,FS,,0
Trust,FS,FS,FS,FS,1
Trust account,FS,FS,FS,FS,0
Trust fund,FS,FS,FS,FS,0
Trustee,FS,FS,FS,FS,1
Trustee under a revocable living trust,FS,FS,FS,FS,0
Trustee's deed,FS,FS,FS,FS,0
Trustee's deed conveying the property,FS,FS,FS,FS,0
Truth in Lending Act,FS,FS,FS,FS,0
Truth in Savings Act,FS,FS,FS,FS,0
Truth-in-lending statement,FS,FS,FS,FS,0
Two- to four- family property,FS,FC,FS,,0
Two-step mortgage,FS,FS,FS,FS,0
Typhoon,FS,G,FS,,0
U.S. Department of Veterans Affairs,FS,G,FS,,0
U.S. currency,FS,FS,FS,FS,0
Unapplied funds,FS,FS,FS,FS,0
Unconstitutional,FS,G,FS,,0
Under the law,FS,G,FS,,0
Underserved,FS,FC,FS,,0
Undersigned,FS,FC,FS,,0
Underwater,FS,FS,FS,FS,0
Underwriter,FS,FS,FS,FS,0
Underwriting,FS,FS,FS,FS,0
Underwriting guideline,FS,FS,FS,FS,0
Underwriting note,FS,FS,FS,FS,0
Underwriting ratio,FS,FS,FS,FS,0
Undivided interest,FS,FC,FS,,0
Undocumented,FS,G,FS,,0
Unearned premium,FS,FS,FS,FS,0
Unemployment,FS,FC,FS,FS,1
Unemployment benefit income,FS,FC,FS,,0
Unemployment forbearance,FS,FS,FS,FS,0
Unemployment insurance,FS,FC,FS,FS,1
Unencumbered,FS,FC,FS,,0
Unfair employment practice,FS,FC,FS,,0
Unfair practice,FS,FC,FS,,0
Uniform Residential Appraisal Report,FS,FS,FS,FS,0
Uniform Residential Loan Application,FS,FS,FS,FS,0
Uniform covenant,FS,FS,FS,FS,0
Uniform settlement statement,FS,FS,FS,FS,0
Uniformed and Overseas Citizens Absentee,FS,G,FS,,0
Uninsured deposit,FS,FS,FS,FS,0
United States,FS,G,FS,G,1
United States Attorney,FS,G,FS,,0
United States Court of Appeals,FS,G,FS,,0
United States Department of Agriculture,FS,G,FS,,0
United States of America,FS,G,FS,,0
Unjust practice,FS,FC,FS,,0
Unlawful,FS,G,FS,,0
Unmarried,FS,G,FS,,0
Unmarried addendum,FS,FC,FS,,0
Unpaid,FS,FC,FS,FS,1
Unpaid Principal Balance,FS,FS,FS,FS,0
Unpaid debt,FS,FS,FS,FS,0
Unreasonably,FS,G,FS,FC,1
Unrecorded deed,FS,FS,FS,FS,0
Unsecured loan,FS,FS,FS,FS,0
Untimely,FS,G,FS,,0
Upfront cost,FS,FC,FS,,0
Upkeep expense,FS,FC,FS,,0
Upside down,FS,FC,FS,,0
Usage,FS,G,FS,,0
User's guide,FS,G,FS,,0
Usury,FS,FS,FS,FS,0
Utilities,FS,FC,FS,FC,1
VA benefit,FS,FC,FS,,0
VA fiduciary,FS,FC,FS,,0
VA funding fee,FS,FS,FS,FS,0
VA guaranteed loan,FS,FS,FS,FS,0
Vacant,FS,G,FS,,0
Valuation,FS,FC,FS,FS,1
Value,FS,FC,FS,FS,1
Variable life annuity,FS,FS,FS,FS,0
Variable rate,FS,FS,FS,FS,0
Variable rate mortgage,FS,FS,FS,FS,0
"Vehicle loan, auto loan",FS,FS,FS,FS,0
Venture capital,FS,FS,FS,FS,0
Verification of deposit,FS,FS,FS,FS,0
Verification of employment,FS,FC,FS,,0
Verification of mortgage,FS,FS,FS,FS,0
Vesting title,FS,FS,FS,FS,0
Veterans Administration loan,FS,FS,FS,FS,0
Veterans Service Organization,FS,G,FS,,0
Vicarious liability,FS,FC,FS,,0
Violation,FS,FC,FS,FC,1
Virtual currency,FS,FS,FS,FS,0
Visa,FS,FC,FS,FC,1
Void,FS,FC,FS,,0
W-2 form,FS,FC,FS,,0
Wage reporting,FS,FC,FS,,0
Wages,FS,FC,FS,FS,1
Waiver,FS,FC,FS,FC,1
Warehouse fee,FS,FS,FS,FS,0
Warranty,FS,FC,FS,,0
Warranty deed,FS,FS,FS,FS,0
Wealth,FS,FC,FS,,0
Web page,FS,G,FS,,0
Website,FS,G,FS,G,1
Welcome letter,FS,G,FS,,0
Welfare,FS,FC,FS,FS,1
Welfare benefits,FS,FC,FS,FC,1
Whole loan,FS,FS,FS,FS,0
Winnings,FS,FC,FS,FC,1
Wire transfer,FS,FS,FS,FS,0
Withdrawal,FS,FS,FS,FS,1
Withholding,FS,FC,FS,FS,1
"Women-owned business, women-owned",FS,FS,FS,FS,0
"Women-owned business, women-owned business",FS,FS,FS,FS,0
Women’s Business Ownership Act of 1988,FS,FS,FS,FS,0
Work,FS,G,FS,G,1
Work authorization,FS,G,FS,,0
Work-authorized,FS,G,FS,,0
Workout,FS,FC,FS,,0
Workout mortgage assumption,FS,FS,FS,FS,0
Worksheet,FS,G,FS,FC,1
Workshop,FS,G,FS,,0
Wraparound mortgage,FS,FS,FS,FS,0
Writ of possession,FS,FC,FS,,0
Write-off,FS,FS,FS,FS,0
Yard,FS,G,FS,,0
Zip code,FS,G,FS,,0
"Zombie debt, zombie mortgage",FS,FS,FS,FS,0
Zone,FS,G,FS,G,1
Zoning,FS,FC,FS,,0
